jud,win,loss,1052-1,1052-2,judfile,1052-1-1,1052-1-2,1052-1-3,1052-1-4,1052-1-5,1052-1-6,1052-1-7,1052-1-8,1052-1-9,1052-1-10,1052-2-A,1052-2-B,1052-2-C,1052-2-D,1052-2-E,1052-2-F,1052-2-G
臺灣臺北地方法院 102 年度 婚 字第 321 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 331 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 333 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 338 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 343 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 355 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 413 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 46 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 47 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 473 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 48 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 56 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 59 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 6 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 7 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 79 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 8 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 80 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 81 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 83 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 86 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 88 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 89 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 95 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 97 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺北地方法院 99 年度 婚 字第 649 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 100 年度 婚 字第 528 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 133 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 150 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 161 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 176 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 217 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣臺南地方法院 101 年度 婚 字第 245 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 259 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 270 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 278 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 286 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 288 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 298 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 300 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 304 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 308 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 313 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 320 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 321 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 327 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 332 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 333 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 361 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 365 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 367 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 375 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 376 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 381 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 388 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 392 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 393 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 395 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 406 號民事判決,1,0,1,1,jud102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 407 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 408 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 410 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 411 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 416 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 422 號民事判決,0,1,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 425 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 427 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 428 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 430 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 434 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 439 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 442 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 444 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 449 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 450 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 451 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 454 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺南地方法院 101 年度 婚 字第 455 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 457 號民事判決,0,1,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 462 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 466 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 101 年度 婚 字第 467 號民事判決,1,0,1,1,jud102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
臺灣臺南地方法院 101 年度 婚 字第 469 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 107 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 109 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 113 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 115 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 12 號民事判決,0,1,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 125 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 126 號民事判決,0,1,1,0,jud102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 13 號民事判決,1,0,1,1,jud102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 130 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 131 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 132 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 134 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 137 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 138 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 145 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 155 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 157 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 16 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 165 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 166 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 167 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 169 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 179 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 18 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 182 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 183 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 187 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 188 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 189 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 19 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 195 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 196 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 199 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 20 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 201 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 203 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 209 號民事判決,0,1,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 21 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 213 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 214 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 219 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 22 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 221 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 226 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 227 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 238 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 240 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 250 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 260 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 262 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 265 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 268 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 269 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 27 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 272 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 275 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 277 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 278 號民事判決,0,1,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 28 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 281 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 282 號民事判決,1,0,1,0,jud102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 285 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 286 號民事判決,1,0,1,1,jud102,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺南地方法院 102 年度 婚 字第 292 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺南地方法院 102 年度 婚 字第 293 號民事判決,0,1,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 298 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 299 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 3 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 304 號民事判決,1,0,1,0,jud102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 31 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺南地方法院 102 年度 婚 字第 312 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 314 號民事判決,0,1,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 315 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 316 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 332 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 336 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 337 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 345 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 347 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 353 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 36 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 366 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺南地方法院 102 年度 婚 字第 37 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
臺灣臺南地方法院 102 年度 婚 字第 38 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 39 號民事判決,1,0,1,0,jud102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 4 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
臺灣臺南地方法院 102 年度 婚 字第 406 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 47 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 48 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 49 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 51 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 52 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 55 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 62 號民事判決,0,1,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 64 號民事判決,0,1,1,1,jud102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺南地方法院 102 年度 婚 字第 65 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
