jud,win,loss,1052-1,1052-2,judfile,1052-1-1,1052-1-2,1052-1-3,1052-1-4,1052-1-5,1052-1-6,1052-1-7,1052-1-8,1052-1-9,1052-1-10,1052-2-A,1052-2-B,1052-2-C,1052-2-D,1052-2-E,1052-2-F,1052-2-G
臺灣臺中地方法院 102 年度 婚 字第 549 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 555 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺中地方法院 102 年度 婚 字第 557 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 558 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 57 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 590 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 591 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺中地方法院 102 年度 婚 字第 597 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 599 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 60 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 614 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 62 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 627 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 64 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 65 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 654 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 657 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 659 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 66 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 678 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 698 號民事判決,1,0,1,1,jud102,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 77 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 80 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 81 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 82 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 85 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 86 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 87 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 89 號民事判決,0,1,1,1,jud102,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 90 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 94 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 96 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 97 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺中地方法院 102 年度 婚 字第 98 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺中地方法院 102 年度 婚 字第 99 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 100 年度 婚 字第 335 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 100 年度 婚 字第 407 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 100 年度 婚 字第 429 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 100 年度 婚 字第 551 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 100 年度 婚 字第 617 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
臺灣臺北地方法院 100 年度 婚 字第 677 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 109 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 110 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 121 號民事判決,1,0,1,1,jud102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
臺灣臺北地方法院 101 年度 婚 字第 144 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 157 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺北地方法院 101 年度 婚 字第 167 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 174 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 175 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 225 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 234 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 235 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 255 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 256 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 270 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 273 號民事判決,1,0,1,1,jud102,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 278 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 294 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 300 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 303 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 308 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 309 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 339 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 344 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 347 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 349 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 350 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 354 號民事判決,1,0,1,1,jud102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 357 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 363 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 366 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 370 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 371 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 372 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 376 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 377 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 38 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 382 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 389 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 398 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 405 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 408 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 414 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺北地方法院 101 年度 婚 字第 417 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 419 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 421 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 424 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺北地方法院 101 年度 婚 字第 425 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 426 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 429 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 434 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 440 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 441 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 444 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 448 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 457 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 461 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 462 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 467 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 468 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 474 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 486 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 496 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 499 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 502 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 510 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺北地方法院 101 年度 婚 字第 519 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 522 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 529 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 53 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 535 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 536 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 538 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 54 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 75 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 101 年度 婚 字第 87 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 107 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 108 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 109 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 11 號民事判決,0,1,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 110 號民事判決,1,0,1,1,jud102,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 111 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣臺北地方法院 102 年度 婚 字第 112 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 115 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 116 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 117 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 119 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 123 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 13 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 130 號民事判決,0,1,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 137 號民事判決,0,1,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 139 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 14 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 142 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 146 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 150 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 151 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 157 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 164 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 165 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 168 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 169 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 170 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 179 號民事判決,0,1,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 18 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 185 號民事判決,1,0,1,0,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 186 號民事判決,0,1,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 192 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 193 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 194 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 202 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 203 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 207 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 208 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 212 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 219 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 220 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 221 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 229 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 232 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 239 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 247 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 250 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 258 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 265 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 266 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 272 號民事判決,1,0,0,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 278 號民事判決,1,0,1,0,jud102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 279 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 28 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 285 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 286 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 287 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 29 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 290 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 3 號民事判決,1,0,1,1,jud102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 30 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣臺北地方法院 102 年度 婚 字第 317 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣臺北地方法院 102 年度 婚 字第 318 號民事判決,1,0,1,1,jud102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
